id;name;number;URL;socket;price;Product Collection;Code Name;Vertical Segment;Processor Number;Status;Launch Date;Lithography;Expected Discontinuance;Use Conditions;Included Items;Warranty Period;# of Cores;# of Threads;Processor Base Frequency;Cache;Bus Speed;TDP;Configurable TDP-down Frequency;Configurable TDP-down;VID Voltage Range;# of QPI Links;Max Turbo Frequency;Burst Frequency;Scenario Design Power (SDP);# of UPI Links;Turbo Boost Technology 2.0 Frequency;Turbo Boost Max Technology 3.0 Frequency;FSB Parity;Configurable TDP-up Frequency;Configurable TDP-up;Supported FSBs;Thermal Velocity Boost Frequency;Embedded Options Available;Datasheet;Description;Product Brief;Max Memory Size (dependent on memory type);Memory Types;Max # of Memory Channels;Max Memory Bandwidth;ECC Memory Supported;Physical Address Extensions;Maximum Memory Speed;Optane DC Persistent Memory Supported;Processor Graphics;Graphics Base Frequency;Graphics Max Dynamic Frequency;Graphics Output;DirectX* Support;Quick Sync Video;InTru 3D Technology;Flexible Display Interface ( FDI);Clear Video HD Technology;Clear Video Technology;# of Displays Supported;Macrovision* License Required;Graphics Video Max Memory;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);Max Resolution (VGA);OpenGL* Support;4K Support;Device ID;Graphics Burst Frequency;Execution Units;Max Refresh Rate;eDRAM;OpenCL* Support;PCI Express Revision;PCI Express Configurations;Max # of PCI Express Lanes;Scalability;PCI Support;Thunderbolt 4;Microprocessor PCIe Revision;Chipset / PCH PCIe Revision;Sockets Supported;Max CPU Configuration;TJUNCTION;Package Size;Processing Die Size;# of Processing Die Transistors;TCASE;Thermal Solution Specification;Operating Temperature Range;Operating Temperature (Maximum);Operating Temperature (Minimum);Bracket Height;Thermal Velocity Boost Temperature;Turbo Boost Technology;vPro Platform Eligibility;Hyper-Threading Technology;Virtualization Technology (VT-x);Virtualization Technology for Directed I/O (VT-d);VT-x with Extended Page Tables (EPT);Transactional Synchronization Extensions;64;Instruction Set;Instruction Set Extensions;Idle States;Enhanced SpeedStep Technology;Thermal Monitoring Technologies;Fast Memory Access;Flex Memory Access;Identity Protection Technology;Stable Image Platform Program (SIPP);Smart Response Technology;My WiFi Technology;4G WiMAX Wireless Technology;Demand Based Switching;Optane Memory Supported;Virtualization Technology for Itanium (VT-i);Thermal Velocity Boost;Turbo Boost Max Technology 3.0;Rapid Storage Technology;Secure Boot;HD Audio Technology;Smart Connect Technology;Speed Shift Technology;Smart Idle Technology;ME Firmware Version;Matrix Storage Technology;Deep Learning Boost ( DL Boost);Speed Select Technology - Performance Profile;Speed Select Technology - Base Frequency;Resource Director Technology ( RDT);# of AVX-512 FMA Units;Volume Management Device (VMD);Speed Select Technology – Core Power;Speed Select Technology – Turbo Frequency;Integrated QuickAssist Technology;Quick Resume Technology;Quiet System Technology;AC97 Technology;I/O Acceleration Technology;Instruction Replay Technology;Integrated Omni-Path Architecture ( OPA);Adaptix Technology;Gaussian and Neural Accelerator 2.0;Image Processing Unit;Smart Sound Technology;Wake on Voice;High Definition Audio;MIPI SoundWire*;AES New Instructions;Secure Key;Trusted Execution Technology;Execute Disable Bit;OS Guard;Anti-Theft Technology;Software Guard Extensions ( SGX);Memory Protection Extensions ( MPX);Boot Guard;Run Sure Technology;Mode-based Execute Control (MBE);Control-Flow Enforcement Technology;Total Memory Encryption;# of Cores;# of Threads;Processor Base Frequency;Cache;Bus Speed;FSB Parity;TDP;VID Voltage Range;Scenario Design Power (SDP);Max Turbo Frequency;# of USB Ports;USB Revision;Total # of SATA Ports;Integrated LAN;General Purpose IO;UART;Max # of SATA 6.0 Gb/s Ports;Integrated Wireless;Integrated IDE;USB Configuration;4K Support;Graphics Base Frequency;Graphics Name;Graphics Max Dynamic Frequency;Compute Units;Graphics Memory Bandwidth;Graphics Memory Interface;Graphics Output;Max Resolution (HDMI);Max Resolution (DP);Max Resolution (eDP - Integrated Flat Panel);DirectX* Support;Vulkan* Support;OpenGL* Support;H.264 Hardware Encode/Decode;H.265 (HEVC) Hardware Encode/Decode;# of Displays Supported;Baseband Functions;RF Transceiver;RF Transceiver Functions;Protocol Stack;Interfaces Supported
208658;Core i5-1135G7 Processor;i5-1135G7;https://ark.intel.com/content/www/us/en/ark/products/208658/intel-core-i5-1135g7-processor-8m-cache-up-to-4-20-ghz.html;FCBGA1449;309;;;Mobile;i5-1135G7;Launched;2020-07-01;10 nm SuperFin;;;;;4;8;;8 MB Smart Cache;4 GT/s;;900000000;12;;;4200000000;;;;;;;2400000000.0;28;;;False;;;;68719476736;DDR4-3200, LPDDR4x-4267;2;;False;;;;Iris Xe Graphics;;1300000000;eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b;12.1;True;;;True;;4;;;4096x2304@60Hz;7680x4320@60Hz;4096x2304@60Hz;;4.6;;0x9A49;;80;;;2;;;;;;True;Gen 4;Gen 3;;1;100C;46.5x25;;;;;;;;;;2;False;True;True;True;True;;;64-bit;SSE4.1, SSE4.2, AVX2, AVX-512;True;;True;;;;False;;;;;True;;;;;;;;True;;;;True;;;;;True;;;;;;;;;;True;True;;True;True;True;1.1;True;;False;;True;;False;;True;;True;True;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208921;Core i7-1165G7 Processor;i7-1165G7;https://ark.intel.com/content/www/us/en/ark/products/208921/intel-core-i7-1165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu.html;FCBGA1449;426;;;Mobile;i7-1165G7;Launched;2020-07-01;10 nm SuperFin;;;;;4;8;;12 MB Smart Cache;4 GT/s;;1200000000.0;12;;;4700000000;;;;;;;2800000000.0;28;;;False;;;;68719476736;DDR4-3200, LPDDR4x-4267;2;;False;;;;Iris Xe Graphics;;1300000000;eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b;12.1;True;;;True;;4;;;4096x2304@60Hz;7680x4320@60Hz;4096x2304@60Hz;;4.6;;0x9A49;;96;;;2;;;;;;True;Gen 4;Gen 3;;1;100C;46.5x25;;;;;;;;;;2;False;True;True;True;True;;;64-bit;SSE4.1, SSE4.2, AVX2, AVX-512;True;;True;;;;False;;;;;True;;;;;;;;True;;;;True;;;;;True;;;;;;;;;;True;True;6;True;True;True;1.1;True;;False;;True;;False;;True;;True;True;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208664;Core i7-1185G7 Processor;i7-1185G7;https://ark.intel.com/content/www/us/en/ark/products/208664/intel-core-i7-1185g7-processor-12m-cache-up-to-4-80-ghz-with-ipu.html;FCBGA1449;426;;;Mobile;i7-1185G7;Launched;2020-07-01;10 nm SuperFin;;;;;4;8;;12 MB Smart Cache;4 GT/s;;1200000000.0;12;;;4800000000;;;;;;;3000000000;28;;;False;;;;68719476736;DDR4-3200, LPDDR4x-4267;2;;False;;;;Iris Xe Graphics;;1350000000;eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b;12.1;True;;;True;;4;;;4096x2304@60Hz;7680x4320@60Hz;4096x2304@60Hz;;4.6;;0x9A49;;96;;;2;;;;;;True;Gen 4;Gen 3;;1;100C;46.5x25;;;;;;;;;;2;False;True;True;True;True;;;64-bit;SSE4.1, SSE4.2, AVX2, AVX-512;True;;True;;;;False;;;;;True;;;;;;;;True;;;;True;;;;;True;;;;;;;;;;True;True;6;True;True;True;1.1;True;;False;;True;;False;;True;;True;True;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53870;Atom Processor E645C;E645C;https://ark.intel.com/content/www/us/en/ark/products/53870/intel-atom-processor-e645c-512k-cache-1-0-ghz.html;FCBGA1466;;;;Embedded;E645C;Discontinued;2010-10-01;45;;;;;1;2;1000000000;512 KB L2 Cache;2.5;7;;;;;;;;;;;;;;;;False;;;;3146063544.32;DDR2 800;1;;False;;;;;320000000;;;;;;;;;;;;;;;;;;;;;;;;;x1, root complex only;2;;;;;;;;;37.5mm x 37.5mm;;;;;;;;;;False;;True;True;;;;;32-bit;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53871;Atom Processor E645CT;E645CT;https://ark.intel.com/content/www/us/en/ark/products/53871/intel-atom-processor-e645ct-512k-cache-1-0-ghz.html;FCBGA1466;;;;Embedded;E645CT;Discontinued;2010-10-01;45;;;;;1;2;1000000000;512 KB L2 Cache;2.5;7;;;;;;;;;;;;;;;;False;;;;3146063544.32;DDR2 800;1;;False;;;;;320000000;;;;;;;;;;;;;;;;;;;;;;;;;x1, root complex only;2;;;;;;;;;37.5mm x 37.5mm;;;;;;;;;;False;;True;True;;;;;32-bit;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53872;Atom Processor E665C;E665C;https://ark.intel.com/content/www/us/en/ark/products/53872/intel-atom-processor-e665c-512k-cache-1-3-ghz.html;FCBGA1466;;;;Embedded;E665C;Discontinued;2010-10-01;45;;;;;1;2;1300000000;512 KB L2 Cache;2.5;7;;;;;;;;;;;;;;;;False;;;;3146063544.32;DDR2 800;1;;False;;;;;400000000;;;;;;;;;;;;;;;;;;;;;;;;;x1, root complex only;2;;;;;;;;;37.5mm x 37.5mm;;;;;;;;;;False;;True;True;;;;;32-bit;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53873;Atom Processor E665CT;E665CT;https://ark.intel.com/content/www/us/en/ark/products/53873/intel-atom-processor-e665ct-512k-cache-1-3-ghz.html;FCBGA1466;;;;Embedded;E665CT;Discontinued;2010-10-01;45;;;;;1;2;1300000000;512 KB L2 Cache;2.5;7;;;;;;;;;;;;;;;;False;;;;3146063544.32;DDR2 800;1;;False;;;;;400000000;;;;;;;;;;;;;;;;;;;;;;;;;x1, root complex only;2;;;;;;;;;37.5mm x 37.5mm;;;;;;;;;;False;;True;True;;;;;32-bit;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122698;Celeron Processor 3965Y;3965Y;https://ark.intel.com/content/www/us/en/ark/products/122698/intel-celeron-processor-3965y-2m-cache-1-50-ghz.html;FCBGA1515;107;;;Mobile;3965Y;Launched;2017-04-01;14;;;;;2;2;1500000000;2 MB Smart Cache;4 GT/s;6;;4.5;;;;;;;;;;;;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;850000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;4096x2304@60Hz;4096x2304@60Hz;;4.4;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;False;False;False;True;True;True;False;True;64-bit;SSE4.1, SSE4.2;True;True;True;;True;;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89612;Pentium Processor 4405Y;4405Y;https://ark.intel.com/content/www/us/en/ark/products/89612/intel-pentium-processor-4405y-2m-cache-1-50-ghz.html;FCBGA1515;161;;;Mobile;4405Y;Launched;2015-07-01;14;;;;;2;4;1500000000;2 MB Smart Cache;4 GT/s;6;;4.5;;;;;;;;;;;;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 515;300000000;800000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;N/A;4.4;Yes, at 60Hz;0x191E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;False;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2;True;True;True;;True;True;False;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;False;;Yes with ME;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97140;Pentium Gold Processor 4410Y;4410Y;https://ark.intel.com/content/www/us/en/ark/products/97140/intel-pentium-gold-processor-4410y-2m-cache-1-50-ghz.html;FCBGA1515;161;;;Mobile;4410Y;Launched;2017-01-01;14;;;;;2;4;1500000000;2 MB Smart Cache;4 GT/s;6;;4.5;;;;;;;;;;;;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;850000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;4096x2304@60Hz;4096x2304@60Hz;;4.4;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;False;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2;True;True;True;;True;;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122697;Pentium Gold Processor 4415Y;4415Y;https://ark.intel.com/content/www/us/en/ark/products/122697/intel-pentium-gold-processor-4415y-2m-cache-1-60-ghz.html;FCBGA1515;161;;;Mobile;4415Y;Launched;2017-04-01;14;;;;;2;4;1600000000;2 MB Smart Cache;4 GT/s;6;;4.5;;;;;;;;;;;;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;850000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;4096x2304@60Hz;4096x2304@60Hz;;4.4;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;False;False;True;True;True;True;False;True;64-bit;SSE4.1;True;True;True;;True;;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192786;Pentium Gold Processor 4425Y;4425Y;https://ark.intel.com/content/www/us/en/ark/products/192786/intel-pentium-gold-processor-4425y-2m-cache-1-70-ghz.html;FCBGA1515;161;;;Mobile;4425Y;Launched;2019-01-01;14;;;;;2;4;1700000000;2097152;4 GT/s;6;;4.5;;;;;;;;;;;;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;UHD Graphics 615;300000000;850000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;4096x2304@60Hz;4096x2304@60Hz;;4.4;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;False;False;True;True;True;True;False;True;64-bit;SSE4.1;True;True;True;;True;;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95452;Core i5-7Y54 Processor;i5-7Y54;https://ark.intel.com/content/www/us/en/ark/products/95452/intel-core-i5-7y54-processor-4m-cache-up-to-3-20-ghz.html;FCBGA1515;281;;;Mobile;i5-7Y54;Launched;2016-07-01;14;;;;;2;4;1200000000;4 MB Smart Cache;4 GT/s;4.5;600000000;3.5;;;3200000000;;;;3200000000.0;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;950000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20.5mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97461;Core i5-7Y57 Processor;i5-7Y57;https://ark.intel.com/content/www/us/en/ark/products/97461/intel-core-i5-7y57-processor-4m-cache-up-to-3-30-ghz.html;FCBGA1515;281;;;Mobile;i5-7Y57;Launched;2017-01-01;14;;;;;2;4;1200000000;4 MB Smart Cache;4 GT/s;4.5;600000000;3.5;;;3300000000;;;;3300000000.0;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;950000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20.5mm X 16.5mm;;;;;;;;;;2;True;True;True;True;True;True;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;True;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;True;True;True;;Yes with ME;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185280;Core i5-8200Y Processor;i5-8200Y;https://ark.intel.com/content/www/us/en/ark/products/185280/intel-core-i5-8200y-processor-4m-cache-up-to-3-90-ghz.html;FCBGA1515;291;;;Mobile;i5-8200Y;Launched;2018-07-01;14;;;;;2;4;1300000000;4 MB Smart Cache;4 GT/s;5;600000000;3.5;;;3900000000;;;;3900000000.0;;;1600000000.0;7;;;False;;;;17179869184;;2;33.3 GB/s;False;;;;UHD Graphics 615;300000000;950000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591C;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189912;Core i5-8210Y Processor;i5-8210Y;https://ark.intel.com/content/www/us/en/ark/products/189912/intel-core-i5-8210y-processor-4m-cache-up-to-3-60-ghz.html;FCBGA1515;281;;;Mobile;i5-8210Y;Launched;2019-01-01;14;;;;;2;4;1600000000;4 MB Smart Cache;4 GT/s;7;;;;;3600000000;;;;3600000000.0;;;;;;;False;;;;17179869184;LPDDR3-2133, DDR3L-1600;2;33.3 GB/s;False;;;;UHD Graphics 617;300000000;1050000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x87C0;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;;True;True;True;True;;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194697;Core i5-8310Y Processor;i5-8310Y;https://ark.intel.com/content/www/us/en/ark/products/194697/intel-core-i5-8310y-processor-4m-cache-up-to-3-90-ghz.html;FCBGA1515;281;;;Mobile;i5-8310Y;Launched;2019-01-01;14;;;;;2;4;1600000000;4 MB Smart Cache;4 GT/s;7;;;;;3900000000;;;;3900000000.0;;;;;;;False;;;;17179869184;LPDDR3-2133, DDR3L-1600;2;33.3 GB/s;False;;;;UHD Graphics 617;300000000;1050000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x87C0;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;;True;True;True;True;;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95441;Core i7-7Y75 Processor;i7-7Y75;https://ark.intel.com/content/www/us/en/ark/products/95441/intel-core-i7-7y75-processor-4m-cache-up-to-3-60-ghz.html;FCBGA1515;393;;;Mobile;i7-7Y75;Launched;2016-07-01;14;;;;;2;4;1300000000;4 MB Smart Cache;4 GT/s;4.5;600000000;3.5;;;3600000000;;;;3600000000.0;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;1050000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20.5mm X 16.5mm;;;;;;;;;;2;True;True;True;True;True;True;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;True;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;True;True;True;;Yes with ME;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185281;Core i7-8500Y Processor;i7-8500Y;https://ark.intel.com/content/www/us/en/ark/products/185281/intel-core-i7-8500y-processor-4m-cache-up-to-4-20-ghz.html;FCBGA1515;393;;;Mobile;i7-8500Y;Launched;2019-01-01;14;;;;;2;4;1500000000;4 MB Smart Cache;4 GT/s;5;600000000;3.5;;;4200000000;;;;4200000000.0;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;33.3 GB/s;False;;;;UHD Graphics 615;300000000;1050000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591C;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88198;Core m3-6Y30 Processor;M3-6Y30;https://ark.intel.com/content/www/us/en/ark/products/88198/intel-core-m3-6y30-processor-4m-cache-up-to-2-20-ghz.html;FCBGA1515;281;;;Mobile;M3-6Y30;Launched;2015-07-01;14;;;;;2;4;900000000;4 MB Smart Cache;4 GT/s;4.5;;3.8;;;2200000000;;;;2200000000.0;;;;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 515;300000000;850000000;eDP/DP/HDMI/DVI;12;True;True;;True;True;3;;17179869184;4096@2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;N/A;4.5;Yes, at 60Hz;0x191E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;;False;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95449;Core m3-7Y30 Processor;M3-7Y30;https://ark.intel.com/content/www/us/en/ark/products/95449/intel-core-m3-7y30-processor-4m-cache-2-60-ghz.html;FCBGA1515;281;;;Mobile;M3-7Y30;Launched;2016-07-01;14;;;;;2;4;1000000000;4 MB Smart Cache;4 GT/s;4.5;600000000;3.75;;;2600000000;;;;2600000000.0;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;900000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20.5mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97538;Core m3-7Y32 Processor;M3-7Y32;https://ark.intel.com/content/www/us/en/ark/products/97538/intel-core-m3-7y32-processor-4m-cache-up-to-3-00-ghz.html;FCBGA1515;281;;;Mobile;M3-7Y32;Launched;2017-04-01;14;;;;;2;4;1100000000;4 MB Smart Cache;4 GT/s;4.5;600000000;3.75;;;3000000000;;;;3000000000;;;1600000000.0;7;;;False;;;;17179869184;LPDDR3-1866, DDR3L-1600;2;29.8 GB/s;False;;;;HD Graphics 615;300000000;900000000;eDP/DP/HDMI/DVI;12;True;;;True;True;3;;17179869184;4096x2304@24Hz;3840x2160@60Hz;3840x2160@60Hz;;4.5;Yes, at 60Hz;0x591E;;;;;;3;1x4, 2x2, 1x2+2x1 and 4x1;10;;;;;;;1;100;20mm X 16.5mm;;;;;;;;;;2;False;True;True;True;True;False;True;64-bit;SSE4.1, SSE4.2, AVX2;True;True;True;;True;True;False;True;True;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;True;True;False;True;True;;Yes with ME;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
